id,customer_gender,customer_age,season,category,product,actual_price,discount_applied,customer_sentiments,previous_sales,Previous_sales
1079,Male,30,Spring,Electronics,Laptop,423.23,20,Neutral,0,80
1080,Female,50,Summer,Electronics,Smartphone,1158.05,13,Negative,0,86
1081,Male,21,Autumn,Clothing,Jeans,38.36,29,Positive,0,45
1082,Female,40,Autumn,Home,Vacuum Cleaner,186.74,42,Positive,0,57
1083,Male,53,Spring,Home,Blender,220.44,10,Negative,0,40
1084,Female,25,Spring,Sports,Yoga Mat,105.38,6,Neutral,0,30
1085,Male,32,Spring,Electronics,Smartphone,749.75,12,Positive,0,87
1086,Female,46,Autumn,Electronics,Smartwatch,492.75,24,Positive,0,69
1087,Female,31,Winter,Electronics,Smartwatch,780.61,11,Negative,0,70
1088,Female,24,Winter,Home,Lamp,139.04,56,Positive,0,42
1089,Female,18,Spring,Electronics,Laptop,348.93,28,Positive,0,81
1090,Female,59,Summer,Electronics,Smartwatch,365.75,25,Negative,0,71
1091,Male,32,Autumn,Clothing,Sneakers,48.86,20,Negative,0,59
1092,Male,32,Winter,Clothing,Sweater,95.32,46,Negative,0,57
1093,Male,18,Summer,Home,Blender,222.08,48,Neutral,0,41
1094,Male,18,Autumn,Electronics,Laptop,1448.64,9,Positive,0,82
1095,Male,29,Spring,Clothing,Sneakers,53.86,34,Positive,0,60
1096,Male,18,Spring,Electronics,Smartphone,306.93,32,Neutral,0,88
1097,Male,59,Summer,Home,Lamp,259,5,Negative,0,43
1098,Male,37,Winter,Clothing,Sweater,65.64,15,Negative,0,58
1099,Male,40,Winter,Home,Microwave,86.21,25,Negative,0,44
1100,Male,27,Spring,Electronics,Smartphone,215.2,32,Positive,0,89
1101,Male,56,Spring,Electronics,Smartphone,632.66,9,Positive,0,90
1102,Male,43,Summer,Home,Vacuum Cleaner,122.8,6,Negative,0,58
1103,Male,23,Winter,Clothing,Sneakers,136.59,32,Positive,0,61
1104,Female,52,Spring,Sports,Running Shoes,81.34,30,Negative,0,29
1105,Female,31,Spring,Electronics,Headphones,50.87,25,Neutral,0,85
1106,Female,19,Winter,Home,Microwave,22.56,34,Negative,0,45
1107,Female,45,Winter,Home,Lamp,91.7,18,Neutral,0,44
1108,Female,29,Summer,Home,Lamp,86.39,29,Negative,0,45
1109,Male,29,Summer,Sports,Dumbbells,97.53,24,Negative,0,34
1110,Male,60,Autumn,Electronics,Smartphone,697.7,9,Negative,0,91
1111,Female,30,Spring,Home,Microwave,54.26,15,Negative,0,46
1112,Female,43,Spring,Electronics,Smartwatch,949.88,9,Positive,0,72
1113,Male,27,Summer,Electronics,Smartwatch,190.82,45,Positive,0,73
1114,Male,52,Autumn,Electronics,Smartwatch,183.55,16,Negative,0,74
1115,Female,18,Summer,Sports,Yoga Mat,92.89,40,Positive,0,31
1116,Male,26,Spring,Sports,Water Bottle,165.05,37,Negative,0,42
1117,Male,18,Spring,Electronics,Smartwatch,596.98,14,Negative,0,75
1118,Female,20,Autumn,Electronics,Tablet,1073.62,14,Neutral,0,80
1119,Male,35,Winter,Home,Vacuum Cleaner,136.04,11,Neutral,0,59
1120,Male,30,Spring,Clothing,Jacket,46.06,35,Negative,0,59
1121,Female,36,Summer,Electronics,Laptop,1704.09,13,Negative,0,83
1122,Female,58,Winter,Sports,Yoga Mat,38.88,2,Negative,0,32
1123,Female,54,Summer,Clothing,Jeans,97.96,27,Negative,0,46
1124,Male,24,Summer,Electronics,Smartphone,1057.69,3,Negative,0,92
1125,Female,32,Autumn,Electronics,Smartphone,872.98,15,Negative,0,93
1126,Female,33,Autumn,Electronics,Smartphone,1056.76,18,Neutral,0,94
1127,Male,18,Spring,Clothing,Jeans,90.88,25,Negative,0,47
1128,Female,19,Autumn,Electronics,Laptop,1325.68,12,Neutral,0,84
1129,Female,45,Autumn,Electronics,Tablet,1097.75,8,Positive,0,81
1130,Male,18,Spring,Electronics,Headphones,964.11,11,Negative,0,86
1131,Male,40,Winter,Clothing,Sweater,137.1,31,Negative,0,59
1132,Female,49,Spring,Sports,Tennis Racket,133.82,9,Negative,0,44
1133,Female,43,Winter,Clothing,Jacket,42.62,43,Neutral,0,60
1134,Male,18,Autumn,Clothing,Jeans,59.76,30,Neutral,0,48
1135,Male,28,Summer,Clothing,T-Shirt,118.18,24,Neutral,0,57
1136,Female,39,Autumn,Electronics,Tablet,826.37,8,Positive,0,82
1137,Male,26,Summer,Electronics,Smartwatch,927.88,10,Positive,0,76
1138,Female,21,Spring,Home,Blender,187.27,9,Negative,0,42
1139,Male,43,Summer,Sports,Dumbbells,49.19,8,Positive,0,35
1140,Male,42,Spring,Electronics,Headphones,249.55,32,Negative,0,87
1141,Female,18,Spring,Sports,Dumbbells,46.72,15,Neutral,0,36
1142,Male,49,Spring,Sports,Tennis Racket,19.88,10,Positive,0,45
1143,Female,29,Spring,Sports,Running Shoes,192.24,32,Positive,0,30
1144,Female,44,Winter,Electronics,Smartwatch,245.8,21,Positive,0,77
1145,Male,27,Winter,Clothing,Sneakers,24.48,46,Negative,0,62
1146,Female,55,Winter,Electronics,Laptop,1699.62,15,Positive,0,85
1147,Female,36,Summer,Clothing,Sneakers,96.84,13,Negative,0,63
1148,Male,25,Winter,Clothing,Sneakers,146.66,33,Negative,0,64
1149,Female,40,Summer,Electronics,Smartphone,140.95,46,Neutral,0,95
1150,Male,42,Spring,Home,Lamp,178.66,2,Negative,0,46
1151,Male,47,Summer,Sports,Yoga Mat,158.68,10,Positive,0,33
1152,Male,30,Autumn,Sports,Dumbbells,93.2,29,Neutral,0,37
1153,Male,58,Winter,Electronics,Smartphone,578.92,26,Negative,0,96
1154,Male,42,Autumn,Electronics,Headphones,672.02,9,Neutral,0,88
1155,Female,41,Summer,Electronics,Tablet,273.26,38,Neutral,0,83
1156,Male,31,Spring,Clothing,Jeans,144.74,52,Negative,0,49
1157,Male,37,Spring,Electronics,Laptop,237.11,32,Positive,0,86
1158,Male,42,Summer,Electronics,Laptop,681.3,12,Positive,0,87
1159,Male,45,Winter,Clothing,Sneakers,141.75,16,Neutral,0,65
1160,Male,28,Spring,Clothing,Jeans,106.4,8,Negative,0,50
1161,Male,40,Winter,Clothing,Sneakers,143.38,37,Positive,0,66
1162,Male,40,Spring,Home,Microwave,159.47,50,Negative,0,47
1163,Female,34,Summer,Home,Lamp,243.07,35,Positive,0,47
1164,Female,21,Autumn,Electronics,Smartphone,270.01,19,Negative,0,97
1165,Male,43,Spring,Home,Lamp,296.26,38,Positive,0,48
1166,Female,31,Autumn,Sports,Tennis Racket,141.19,24,Neutral,0,46
1167,Female,18,Autumn,Home,Vacuum Cleaner,88.77,20,Positive,0,60
1168,Male,45,Autumn,Electronics,Smartphone,692.16,13,Neutral,0,98
1169,Male,41,Summer,Home,Lamp,197.67,26,Negative,0,49
1170,Male,35,Autumn,Electronics,Headphones,508.57,7,Negative,0,89
1171,Female,43,Autumn,Home,Coffee Maker,207.85,31,Positive,0,39
1172,Male,40,Autumn,Sports,Dumbbells,73.27,17,Neutral,0,38
1173,Male,18,Spring,Electronics,Tablet,154.9,41,Negative,0,84
1174,Female,29,Winter,Home,Microwave,285.69,12,Negative,0,48
1175,Male,43,Autumn,Home,Vacuum Cleaner,82.2,19,Positive,0,61
1176,Female,47,Winter,Clothing,Jeans,100.62,34,Neutral,0,51
1177,Female,43,Spring,Clothing,Sneakers,23.88,5,Positive,0,67
1178,Female,49,Spring,Electronics,Smartphone,1029.9,11,Negative,0,99
1179,Female,30,Spring,Home,Coffee Maker,32.34,27,Negative,0,40
1180,Female,18,Summer,Electronics,Smartwatch,713.21,12,Neutral,0,78
1181,Female,22,Summer,Electronics,Smartwatch,69.37,5,Negative,0,79
1182,Male,18,Spring,Home,Coffee Maker,133.29,42,Negative,0,41
1183,Female,27,Autumn,Clothing,Sweater,49.5,48,Negative,0,60
1184,Male,28,Spring,Electronics,Headphones,843.96,1,Positive,0,90
1185,Male,21,Summer,Electronics,Tablet,216.84,44,Negative,0,85
1186,Male,33,Winter,Electronics,Headphones,1156.03,7,Negative,0,91
1187,Female,36,Summer,Sports,Running Shoes,40.38,33,Positive,0,31
1188,Female,48,Winter,Home,Lamp,131.08,47,Positive,0,50
1189,Female,30,Spring,Clothing,Sweater,124.61,5,Positive,0,61
1190,Female,30,Winter,Clothing,Sneakers,84.19,29,Positive,0,68
1191,Female,23,Autumn,Sports,Dumbbells,110.3,11,Negative,0,39
1192,Female,39,Winter,Electronics,Smartwatch,577.11,10,Positive,0,80
1193,Male,35,Spring,Electronics,Smartphone,1160.11,6,Negative,0,100
1194,Male,32,Winter,Clothing,Jeans,65.32,11,Negative,0,52
1195,Male,45,Spring,Electronics,Headphones,793.21,15,Negative,0,92
1196,Female,18,Winter,Home,Lamp,99.53,11,Positive,0,51
1197,Male,18,Winter,Clothing,Sweater,39.47,15,Neutral,0,62
1198,Male,33,Summer,Home,Vacuum Cleaner,87.57,3,Negative,0,62
1199,Female,23,Summer,Electronics,Smartphone,1152.25,5,Neutral,0,101
1200,Female,37,Winter,Clothing,Jacket,113.54,26,Positive,0,61
1201,Male,26,Winter,Electronics,Headphones,976.26,11,Negative,0,93
1202,Female,28,Summer,Sports,Yoga Mat,186.92,21,Negative,0,34
1203,Male,55,Summer,Electronics,Smartwatch,738.71,17,Negative,0,81
1204,Male,19,Autumn,Home,Vacuum Cleaner,159.24,37,Neutral,0,63
1205,Male,44,Autumn,Sports,Running Shoes,54.65,8,Negative,0,32
1206,Female,44,Summer,Clothing,Sweater,63.42,48,Negative,0,63
1207,Female,21,Winter,Sports,Yoga Mat,138.1,11,Neutral,0,35
1208,Male,47,Spring,Electronics,Headphones,308.5,29,Negative,0,94
1209,Female,41,Spring,Home,Coffee Maker,60.68,30,Neutral,0,42
1210,Male,39,Spring,Sports,Water Bottle,118.55,5,Negative,0,43
1211,Male,47,Summer,Clothing,Jeans,98.02,43,Positive,0,53
1212,Male,32,Spring,Home,Vacuum Cleaner,79.52,24,Negative,0,64
1213,Female,18,Spring,Electronics,Tablet,142.36,33,Negative,0,86
1214,Male,41,Summer,Sports,Dumbbells,124.94,24,Neutral,0,40
1215,Female,48,Summer,Sports,Dumbbells,67.78,20,Positive,0,41
1216,Male,41,Autumn,Electronics,Smartphone,216.9,10,Negative,0,102
1217,Female,34,Autumn,Clothing,Sweater,115.23,22,Positive,0,64
1218,Female,37,Spring,Electronics,Tablet,79.99,19,Negative,0,87
1219,Female,33,Winter,Clothing,Sneakers,129.54,37,Negative,0,69
1220,Male,29,Summer,Clothing,Jeans,17.94,1,Neutral,0,54
1221,Male,55,Spring,Clothing,T-Shirt,111.72,46,Positive,0,58
1222,Female,19,Spring,Clothing,Jacket,107.87,35,Negative,0,62
1223,Female,28,Winter,Electronics,Laptop,1054.05,11,Negative,0,88
1224,Female,38,Summer,Clothing,T-Shirt,91.04,21,Neutral,0,59
1225,Female,25,Winter,Home,Lamp,149.76,15,Neutral,0,52
1226,Male,24,Summer,Clothing,Sweater,124.26,13,Positive,0,65
1227,Female,34,Summer,Sports,Tennis Racket,191.97,14,Negative,0,47
1228,Female,43,Autumn,Electronics,Smartphone,1111.8,17,Negative,0,103
1229,Male,28,Spring,Home,Vacuum Cleaner,60.39,29,Neutral,0,65
1230,Female,40,Autumn,Clothing,Jeans,101.93,32,Negative,0,55
1231,Female,35,Summer,Home,Blender,294.1,36,Positive,0,43
1232,Female,40,Autumn,Electronics,Smartphone,1075.96,4,Positive,0,104
1233,Male,45,Summer,Electronics,Laptop,809.31,14,Negative,0,89
1234,Female,25,Spring,Home,Lamp,85.18,26,Negative,0,53
1235,Male,43,Summer,Electronics,Smartphone,384.67,22,Neutral,0,105
1236,Female,47,Summer,Electronics,Headphones,1122.69,22,Negative,0,95
1237,Male,25,Spring,Electronics,Smartphone,189.53,4,Negative,0,106
1238,Female,38,Winter,Clothing,T-Shirt,62.89,36,Negative,0,60
1239,Male,32,Winter,Clothing,Jeans,62.46,47,Positive,0,56
1240,Male,18,Autumn,Electronics,Smartphone,324.12,35,Negative,0,107
1241,Male,27,Winter,Clothing,Jeans,65.62,51,Neutral,0,57
1242,Male,58,Winter,Clothing,Jeans,78.06,14,Negative,0,58
1243,Female,28,Spring,Clothing,Jacket,87.22,38,Negative,0,63
1244,Female,30,Autumn,Electronics,Smartphone,979.2,10,Neutral,0,108
1245,Male,35,Winter,Sports,Yoga Mat,145.47,0,Positive,0,36
1246,Male,34,Spring,Electronics,Smartphone,544.7,7,Negative,0,109
1247,Female,29,Autumn,Electronics,Tablet,831.02,17,Positive,0,88
1248,Male,19,Spring,Home,Coffee Maker,242.32,37,Negative,0,43
1249,Male,31,Summer,Electronics,Tablet,1153.87,9,Positive,0,89
1250,Female,44,Winter,Electronics,Smartwatch,752.53,12,Neutral,0,82
1251,Female,41,Spring,Electronics,Laptop,1407.04,15,Neutral,0,90
1252,Male,31,Spring,Electronics,Laptop,1029.97,7,Positive,0,91
1253,Male,21,Winter,Clothing,Jeans,120.45,13,Negative,0,59
1254,Male,70,Spring,Electronics,Tablet,426.63,44,Positive,0,90
1255,Female,18,Winter,Electronics,Smartwatch,226.21,5,Negative,0,83
1256,Male,40,Spring,Sports,Water Bottle,148.49,33,Negative,0,44
1257,Male,41,Winter,Home,Vacuum Cleaner,93.43,21,Negative,0,66
1258,Male,33,Spring,Electronics,Smartphone,898.14,12,Negative,0,110
1259,Male,36,Spring,Electronics,Smartwatch,911.34,0,Negative,0,84
1260,Female,32,Winter,Electronics,Smartphone,585.66,6,Positive,0,111
1261,Male,37,Summer,Electronics,Headphones,443.79,70,Positive,0,96
1262,Female,39,Winter,Home,Vacuum Cleaner,20.51,20,Neutral,0,67
1263,Female,46,Autumn,Clothing,T-Shirt,118.28,32,Negative,0,61
1264,Female,40,Winter,Sports,Water Bottle,195.71,34,Neutral,0,45
1265,Male,59,Autumn,Home,Coffee Maker,159.09,8,Negative,0,44
1266,Female,40,Summer,Electronics,Tablet,60.31,11,Negative,0,91
1267,Male,41,Autumn,Electronics,Tablet,776.42,5,Negative,0,92
1268,Female,29,Spring,Home,Lamp,204.45,21,Positive,0,54
1269,Female,46,Autumn,Home,Vacuum Cleaner,94.15,39,Negative,0,68
1270,Male,20,Spring,Sports,Water Bottle,183.34,26,Negative,0,46
1271,Male,26,Spring,Electronics,Smartwatch,702.59,4,Negative,0,85
1272,Male,32,Summer,Electronics,Smartwatch,605.29,8,Negative,0,86
1273,Male,64,Spring,Electronics,Smartphone,172.67,31,Negative,0,112
1274,Female,18,Summer,Clothing,Jeans,148.03,17,Positive,0,60
1275,Female,47,Spring,Clothing,Jacket,27.25,56,Neutral,0,64
1276,Male,18,Autumn,Sports,Running Shoes,123.78,0,Positive,0,33
1277,Male,57,Spring,Electronics,Smartphone,771.09,12,Negative,0,113
1278,Female,24,Autumn,Electronics,Tablet,316.28,33,Negative,0,93
1279,Male,18,Winter,Home,Microwave,97.97,25,Negative,0,49
1280,Male,38,Autumn,Clothing,Sneakers,104.54,39,Negative,0,70
1281,Male,22,Spring,Electronics,Laptop,916.7,10,Negative,0,92
1282,Female,23,Autumn,Sports,Yoga Mat,146.7,29,Positive,0,37
1283,Female,24,Autumn,Sports,Water Bottle,178.54,19,Positive,0,47
1284,Female,23,Spring,Electronics,Tablet,622.59,13,Negative,0,94
1285,Female,45,Autumn,Home,Blender,250.54,21,Positive,0,44
1286,Female,35,Winter,Clothing,Jacket,72.04,3,Neutral,0,65
1287,Female,31,Winter,Electronics,Headphones,468.98,24,Positive,0,97
1288,Male,66,Autumn,Clothing,Sweater,53.1,8,Neutral,0,66
1289,Female,52,Winter,Electronics,Smartwatch,203.25,40,Negative,0,87
1290,Female,38,Spring,Electronics,Smartwatch,489.08,51,Negative,0,88
1291,Female,39,Spring,Home,Lamp,42.91,31,Positive,0,55
1292,Male,34,Spring,Clothing,T-Shirt,147.5,43,Negative,0,62
1293,Female,48,Autumn,Home,Vacuum Cleaner,246.76,16,Positive,0,69
1294,Female,19,Winter,Clothing,Jacket,135.94,22,Negative,0,66
1295,Male,25,Winter,Clothing,Sneakers,107.09,24,Positive,0,71
1296,Female,49,Winter,Sports,Running Shoes,175.91,18,Negative,0,34
1297,Male,34,Winter,Clothing,T-Shirt,22.24,26,Positive,0,63
1298,Male,45,Summer,Clothing,T-Shirt,36.77,0,Negative,0,64
1299,Male,27,Spring,Home,Blender,76.57,28,Positive,0,45
1300,Female,49,Spring,Electronics,Smartphone,157.02,18,Positive,0,114
1301,Male,18,Winter,Electronics,Laptop,1701.15,13,Positive,0,93
1302,Male,27,Spring,Electronics,Tablet,641.25,4,Negative,0,95
1303,Male,27,Spring,Sports,Water Bottle,71.65,22,Negative,0,48
1304,Female,27,Winter,Clothing,Sneakers,105.11,0,Negative,0,72
1305,Female,45,Winter,Electronics,Smartwatch,681,16,Positive,0,89
1306,Female,42,Spring,Electronics,Laptop,1139.82,4,Negative,0,94
1307,Female,32,Winter,Clothing,T-Shirt,84.72,25,Negative,0,65
1308,Male,42,Spring,Electronics,Smartwatch,126.86,35,Negative,0,90
1309,Male,26,Autumn,Electronics,Tablet,1017.37,10,Positive,0,96
1310,Female,40,Autumn,Electronics,Headphones,54.54,47,Negative,0,98
1311,Female,43,Spring,Electronics,Smartphone,358.6,37,Neutral,0,115
1312,Male,36,Summer,Sports,Yoga Mat,140.9,46,Negative,0,38
1313,Female,39,Summer,Clothing,Sweater,57.63,12,Positive,0,67
1314,Male,51,Spring,Electronics,Laptop,1528.03,13,Negative,0,95
1315,Male,29,Winter,Home,Microwave,129.48,18,Neutral,0,50
1316,Female,38,Summer,Electronics,Tablet,1075.62,12,Positive,0,97
1317,Male,37,Autumn,Electronics,Headphones,377.04,30,Negative,0,99
1318,Female,55,Winter,Clothing,T-Shirt,119.96,41,Positive,0,66
1319,Male,37,Summer,Electronics,Smartwatch,929.05,15,Positive,0,91
1320,Female,22,Summer,Electronics,Laptop,571.69,12,Negative,0,96
1321,Male,56,Spring,Clothing,T-Shirt,88.6,22,Negative,0,67
1322,Male,24,Autumn,Electronics,Smartwatch,939.24,7,Negative,0,92
1323,Male,21,Autumn,Electronics,Smartphone,603.35,6,Negative,0,116
1324,Male,30,Autumn,Electronics,Tablet,1133.45,3,Negative,0,98
1325,Male,35,Summer,Sports,Yoga Mat,168.16,39,Negative,0,39
1326,Male,24,Summer,Clothing,T-Shirt,57.19,48,Negative,0,68
1327,Female,41,Autumn,Sports,Running Shoes,110.48,40,Positive,0,35
1328,Male,27,Summer,Home,Coffee Maker,188.38,38,Positive,0,45
1329,Male,21,Autumn,Home,Microwave,133.03,38,Positive,0,51
1330,Female,37,Spring,Electronics,Tablet,488.42,33,Negative,0,99
1331,Female,20,Summer,Clothing,Jeans,26.66,12,Negative,0,61
1332,Female,42,Summer,Electronics,Tablet,729.72,5,Negative,0,100
1333,Male,40,Spring,Electronics,Tablet,1128.8,3,Positive,0,101
1334,Male,45,Winter,Clothing,Jacket,91.57,7,Negative,0,67
1335,Female,41,Summer,Electronics,Smartwatch,535.63,13,Negative,0,93
1336,Male,26,Winter,Electronics,Tablet,951.24,13,Negative,0,102
1337,Female,38,Spring,Clothing,Jacket,129.75,17,Negative,0,68
1338,Female,22,Spring,Clothing,T-Shirt,139.62,0,Negative,0,69
1339,Male,39,Autumn,Home,Microwave,298.14,2,Positive,0,52
1340,Male,36,Winter,Home,Microwave,232.57,21,Negative,0,53
1341,Male,43,Summer,Home,Vacuum Cleaner,285.64,20,Negative,0,70
1342,Male,31,Summer,Home,Coffee Maker,232.56,36,Negative,0,46
1343,Female,39,Winter,Home,Blender,83.67,30,Negative,0,46
1344,Male,40,Winter,Sports,Tennis Racket,166.11,2,Neutral,0,48
1345,Male,44,Summer,Electronics,Laptop,1136.11,13,Negative,0,97
1346,Female,22,Autumn,Clothing,Jacket,38.48,21,Negative,0,69
1347,Female,34,Summer,Electronics,Headphones,701.75,9,Negative,0,100
1348,Male,39,Spring,Electronics,Headphones,1009.19,17,Negative,0,101
1349,Female,47,Winter,Sports,Yoga Mat,116.93,5,Negative,0,40
1350,Female,42,Autumn,Home,Blender,60.94,45,Negative,0,47
1351,Female,39,Summer,Sports,Running Shoes,178.86,41,Neutral,0,36
1352,Male,59,Winter,Home,Lamp,98.68,40,Negative,0,56
1353,Female,37,Autumn,Home,Coffee Maker,91.88,41,Positive,0,47
1354,Female,36,Autumn,Electronics,Headphones,500.11,10,Positive,0,102
1355,Male,30,Autumn,Electronics,Headphones,113.31,48,Negative,0,103
1356,Male,25,Spring,Electronics,Smartphone,872.17,18,Positive,0,117
1357,Female,40,Summer,Sports,Running Shoes,129.64,4,Negative,0,37
1358,Male,39,Summer,Sports,Yoga Mat,49.7,0,Negative,0,41
1359,Female,42,Autumn,Home,Blender,68.41,38,Neutral,0,48
1360,Male,27,Autumn,Home,Microwave,86.37,27,Negative,0,54
1361,Female,58,Spring,Sports,Yoga Mat,18.74,17,Negative,0,42
1362,Female,22,Summer,Electronics,Smartphone,286.08,47,Neutral,0,118
1363,Male,58,Winter,Sports,Tennis Racket,45.36,25,Neutral,0,49
1364,Male,47,Spring,Sports,Running Shoes,179.59,45,Positive,0,38
1365,Male,26,Autumn,Electronics,Laptop,1758.19,8,Positive,0,98
1366,Male,49,Summer,Home,Lamp,133,50,Positive,0,57
1367,Male,41,Winter,Electronics,Tablet,659.01,6,Positive,0,103
1368,Male,58,Spring,Sports,Water Bottle,126,17,Negative,0,49
1369,Female,30,Winter,Home,Lamp,46.91,30,Negative,0,58
1370,Male,53,Summer,Sports,Water Bottle,29.87,38,Negative,0,50
1371,Male,39,Autumn,Clothing,T-Shirt,43.6,32,Positive,0,70
1372,Male,35,Winter,Home,Vacuum Cleaner,196.34,33,Neutral,0,71
1373,Male,18,Spring,Home,Lamp,162.85,21,Negative,0,59
1374,Female,37,Spring,Electronics,Tablet,400.98,8,Positive,0,104
1375,Male,39,Autumn,Sports,Tennis Racket,100.79,22,Negative,0,50
1376,Male,56,Spring,Electronics,Laptop,1125.13,18,Negative,0,99
1377,Female,29,Winter,Clothing,Jacket,72.44,23,Negative,0,70
1378,Female,34,Spring,Electronics,Smartwatch,99.42,18,Negative,0,94
1379,Male,37,Winter,Home,Coffee Maker,143.74,14,Negative,0,48
1380,Female,21,Summer,Home,Blender,162.87,34,Neutral,0,49
1381,Female,42,Autumn,Home,Vacuum Cleaner,269.52,13,Negative,0,72
1382,Female,45,Autumn,Electronics,Laptop,189.05,16,Neutral,0,100
1383,Male,38,Summer,Home,Vacuum Cleaner,95.91,37,Negative,0,73
1384,Male,34,Spring,Home,Vacuum Cleaner,286.55,32,Negative,0,74
1385,Female,28,Spring,Electronics,Tablet,504.26,9,Negative,0,105
1386,Male,32,Autumn,Home,Microwave,30.46,14,Positive,0,55
1387,Male,32,Spring,Electronics,Smartphone,811.44,2,Neutral,0,119
1388,Female,29,Summer,Electronics,Smartwatch,930.73,9,Negative,0,95
1389,Male,31,Autumn,Home,Vacuum Cleaner,179.4,21,Negative,0,75
1390,Female,34,Autumn,Home,Blender,266.42,32,Negative,0,50
1391,Female,45,Winter,Electronics,Laptop,698.81,7,Positive,0,101
1392,Female,20,Spring,Home,Blender,263.37,9,Positive,0,51
1393,Male,29,Autumn,Sports,Water Bottle,155.99,20,Negative,0,51
1394,Female,25,Summer,Electronics,Smartwatch,761.69,4,Positive,0,96
1395,Male,29,Autumn,Home,Microwave,84.51,28,Negative,0,56
1396,Male,42,Winter,Clothing,T-Shirt,31.62,17,Neutral,0,71
1397,Male,30,Spring,Electronics,Laptop,1718.23,5,Negative,0,102
1398,Female,34,Summer,Electronics,Tablet,393.09,12,Negative,0,106
1399,Female,41,Winter,Clothing,T-Shirt,58.33,0,Negative,0,72
1400,Male,30,Summer,Electronics,Laptop,857.28,12,Negative,0,103
1401,Male,37,Spring,Home,Blender,63.72,65,Negative,0,52
1402,Female,39,Spring,Electronics,Smartphone,484.19,10,Positive,0,120
1403,Male,33,Summer,Electronics,Smartphone,342.81,0,Negative,0,121
1404,Male,34,Summer,Home,Coffee Maker,92.62,13,Positive,0,49
1405,Male,45,Winter,Clothing,Jeans,80.21,17,Neutral,0,62
1406,Male,33,Summer,Electronics,Smartwatch,373.23,15,Positive,0,97
1407,Female,55,Autumn,Electronics,Tablet,835.64,8,Neutral,0,107
1408,Female,56,Spring,Clothing,Sweater,48.73,37,Positive,0,68
1409,Male,40,Winter,Electronics,Smartphone,1196.73,12,Negative,0,122
1410,Female,39,Winter,Clothing,Sneakers,69.13,0,Negative,0,73
1411,Male,31,Autumn,Electronics,Laptop,1414.73,14,Positive,0,104
1412,Female,34,Spring,Sports,Dumbbells,21.99,4,Negative,0,42
1413,Female,34,Autumn,Clothing,Jeans,119.01,51,Positive,0,63
1414,Male,49,Spring,Electronics,Headphones,944.85,10,Positive,0,104
1415,Female,46,Summer,Sports,Yoga Mat,75.67,20,Positive,0,43
1416,Male,18,Winter,Electronics,Smartphone,159.44,11,Negative,0,123
1417,Male,53,Spring,Clothing,Sweater,80.21,21,Negative,0,69
1418,Female,32,Autumn,Electronics,Tablet,936.24,9,Negative,0,108
1419,Female,57,Spring,Home,Coffee Maker,113.56,49,Positive,0,50
1420,Male,61,Summer,Clothing,Jacket,117.25,23,Negative,0,71
1421,Female,38,Autumn,Sports,Yoga Mat,47.36,2,Negative,0,44
1422,Female,52,Spring,Electronics,Smartwatch,345.84,7,Negative,0,98
1423,Male,37,Winter,Electronics,Smartwatch,674.58,5,Negative,0,99
1424,Female,27,Summer,Sports,Tennis Racket,68.85,12,Negative,0,51
1425,Female,27,Autumn,Clothing,T-Shirt,137.59,17,Negative,0,73
1426,Male,28,Spring,Clothing,T-Shirt,86.31,38,Positive,0,74
1427,Male,21,Spring,Clothing,Sweater,31.78,28,Negative,0,70
1428,Female,49,Summer,Sports,Tennis Racket,134.31,17,Positive,0,52
1429,Male,26,Summer,Electronics,Laptop,738.96,9,Positive,0,105
1430,Male,49,Winter,Clothing,Jacket,41.86,28,Positive,0,72
1431,Male,28,Summer,Sports,Dumbbells,109.16,32,Negative,0,43
1432,Male,21,Spring,Sports,Tennis Racket,65.45,35,Negative,0,53
1433,Male,39,Autumn,Electronics,Laptop,258.28,20,Negative,0,106
1434,Male,24,Spring,Clothing,Jacket,122.5,12,Positive,0,73
1435,Female,41,Winter,Clothing,Sweater,123.28,43,Negative,0,71
1436,Female,27,Summer,Electronics,Smartwatch,273.56,32,Negative,0,100
1437,Male,18,Autumn,Electronics,Tablet,818.18,7,Neutral,0,109
1438,Male,34,Summer,Sports,Water Bottle,88.83,11,Negative,0,52
1439,Male,23,Autumn,Electronics,Laptop,1193.87,7,Negative,0,107
1440,Male,38,Autumn,Clothing,Jacket,146.37,22,Negative,0,74
1441,Female,18,Autumn,Clothing,Jacket,89.41,0,Negative,0,75
1442,Male,27,Autumn,Electronics,Laptop,203.39,32,Negative,0,108
1443,Male,18,Autumn,Home,Vacuum Cleaner,189.64,18,Negative,0,76
1444,Female,28,Winter,Clothing,Jacket,129.27,46,Positive,0,76
1445,Male,30,Winter,Clothing,Jeans,64.18,31,Negative,0,64
1446,Female,36,Summer,Clothing,Jacket,54.13,0,Negative,0,77
1447,Male,44,Autumn,Sports,Running Shoes,146.11,28,Negative,0,39
1448,Female,41,Spring,Sports,Dumbbells,117.23,84,Negative,0,44
1449,Female,18,Spring,Electronics,Smartphone,227,51,Positive,0,124
1450,Male,31,Summer,Electronics,Smartwatch,289.53,29,Positive,0,101
1451,Male,34,Winter,Home,Blender,219.03,19,Neutral,0,53
1452,Female,28,Winter,Clothing,Jeans,146.67,30,Neutral,0,65
1453,Female,18,Winter,Home,Microwave,165.74,36,Neutral,0,57
1454,Female,30,Winter,Home,Microwave,63.55,8,Neutral,0,58
